Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
2,Payment,1557343470.045093,1002676,0,0
4,Delivery,1557343470.046348,1010716,1,0
2,Payment,1557343470.048580,1002324,0,0
2,Payment,1557343470.050782,1004301,0,0
2,Payment,1557343470.055269,1003995,0,0
1,NewOrder,1557343470.056354,1006013,1,0
1,NewOrder,1557343470.058586,1006860,0,0
1,NewOrder,1557343470.062133,1007380,1,0
1,NewOrder,1557343470.065544,1007740,0,0
5,StockLevel,1557343470.070219,1000699,1,0
2,Payment,1557343470.071333,1003722,1,0
1,NewOrder,1557343470.073530,1007545,0,0
2,Payment,1557343470.075998,1002320,1,0
1,NewOrder,1557343470.078456,1004685,1,0
2,Payment,1557343470.080600,1004353,0,0
2,Payment,1557343470.082959,1003744,1,0
2,Payment,1557343470.085219,1003431,0,0
1,NewOrder,1557343470.086284,1007130,1,0
2,Payment,1557343470.088415,1003069,0,0
2,Payment,1557343470.091663,1003508,0,0
1,NewOrder,1557343470.093015,1009856,1,0
1,NewOrder,1557343470.095209,1005430,0,0
1,NewOrder,1557343470.101014,1006753,0,0
2,Payment,1557343470.103282,1002301,1,0
2,Payment,1557343470.105529,1004317,1,0
2,Payment,1557343470.107799,1003948,0,0
2,Payment,1557343470.110063,1003721,1,0
1,NewOrder,1557343470.112298,1006173,0,0
1,NewOrder,1557343470.113388,1007053,1,0
1,NewOrder,1557343470.118822,1005832,0,0
5,StockLevel,1557343470.121179,1000906,1,0
5,StockLevel,1557343470.122278,1001111,1,0
1,NewOrder,1557343470.123412,1007542,1,0
5,StockLevel,1557343470.124516,1001522,0,0
2,Payment,1557343470.126801,1002171,0,0
2,Payment,1557343470.129495,1003435,0,0
1,NewOrder,1557343470.130624,1006886,1,0
5,StockLevel,1557343470.132868,1001226,0,0
1,NewOrder,1557343470.134008,1005343,0,0
2,Payment,1557343470.137678,1003732,1,0
2,Payment,1557343470.139901,1003434,0,0
1,NewOrder,1557343470.142119,1006765,1,0
1,NewOrder,1557343470.143257,1007694,0,0
2,Payment,1557343470.149578,1003490,1,0
2,Payment,1557343470.150650,1004233,0,0
2,Payment,1557343470.152792,1003863,1,0
1,NewOrder,1557343470.154968,1005039,0,0
1,NewOrder,1557343470.156249,1006675,1,0
2,Payment,1557343470.159760,1005103,0,0
2,Payment,1557343470.162990,1003595,1,0
5,StockLevel,1557343470.165332,1000729,0,0
2,Payment,1557343470.166416,1002672,0,0
5,StockLevel,1557343470.166416,1001434,1,0
2,Payment,1557343470.167486,1004547,1,0
2,Payment,1557343470.169641,1004243,0,0
1,NewOrder,1557343470.171800,1005821,1,0
1,NewOrder,1557343470.173957,1005881,0,0
2,Payment,1557343470.177426,1004217,1,0
2,Payment,1557343470.179607,1004205,0,0
2,Payment,1557343470.181755,1004176,1,0
2,Payment,1557343470.184128,1003782,0,0
3,OrderStatus,1557343470.185207,1001443,1,0
1,NewOrder,1557343470.186281,1006778,1,0
2,Payment,1557343470.187383,1003345,0,0
2,Payment,1557343470.190655,1004557,0,0
1,NewOrder,1557343470.193050,1007897,1,0
2,Payment,1557343470.195247,1003305,0,0
1,NewOrder,1557343470.199565,1005915,0,0
3,OrderStatus,1557343470.202076,999527,1,0
1,NewOrder,1557343470.202076,1005303,1,0
2,Payment,1557343470.205613,1003505,0,0
2,Payment,1557343470.206687,1004255,1,0
2,Payment,1557343470.210185,1002844,0,0
2,Payment,1557343470.210188,1004652,1,0
2,Payment,1557343470.213413,1003221,0,0
1,NewOrder,1557343470.215566,1007354,1,0
2,Payment,1557343470.216642,1002844,0,0
1,NewOrder,1557343470.220081,1001902,0,0
4,Delivery,1557343470.222226,1015041,0,0
2,Payment,1557343470.222226,1004324,1,0
2,Payment,1557343470.226697,1002992,1,0
1,NewOrder,1557343470.230187,1008872,1,0
1,NewOrder,1557343470.236670,1010571,0,0
1,NewOrder,1557343470.238872,1010418,1,0
1,NewOrder,1557343470.248025,1006244,0,0
2,Payment,1557343470.249418,1002669,1,0
1,NewOrder,1557343470.251923,1008875,1,0
2,Payment,1557343470.254126,1003425,0,0
1,NewOrder,1557343470.257590,1005426,0,0
3,OrderStatus,1557343470.260883,1000792,1,0
1,NewOrder,1557343470.260883,1006832,1,0
2,Payment,1557343470.262018,1003544,0,0
3,OrderStatus,1557343470.266467,999536,0,0
2,Payment,1557343470.266467,1003789,0,0
2,Payment,1557343470.268745,1003633,1,0
2,Payment,1557343470.269904,1004312,0,0
2,Payment,1557343470.272416,1004192,1,0
1,NewOrder,1557343470.274701,1007562,0,0
2,Payment,1557343470.276987,1002884,1,0
2,Payment,1557343470.280663,1003752,1,0
1,NewOrder,1557343470.282919,1006645,0,0
2,Payment,1557343470.284292,1002970,1,0
1,NewOrder,1557343470.287910,1006446,1,0
1,NewOrder,1557343470.289047,1008348,0,0
1,NewOrder,1557343470.293807,1009760,1,0
1,NewOrder,1557343470.297139,1008600,0,0
2,Payment,1557343470.303759,1003736,1,0
1,NewOrder,1557343470.304875,1006738,0,0
1,NewOrder,1557343470.307377,1006178,1,0
2,Payment,1557343470.310788,1005021,0,0
3,OrderStatus,1557343470.314429,999672,1,0
3,OrderStatus,1557343470.314429,1000328,1,0
1,NewOrder,1557343470.315562,1007257,1,0
3,OrderStatus,1557343470.316917,999835,0,0
2,Payment,1557343470.316918,1004017,0,0
2,Payment,1557343470.321435,1003390,0,0
1,NewOrder,1557343470.322807,1006999,1,0
1,NewOrder,1557343470.325074,1006754,0,0
2,Payment,1557343470.329574,1004270,1,0
2,Payment,1557343470.332025,1003734,0,0
2,Payment,1557343470.334271,1003514,1,0
2,Payment,1557343470.335518,1004071,0,0
2,Payment,1557343470.338918,1002483,1,0
2,Payment,1557343470.338926,1004510,0,0
2,Payment,1557343470.342315,1002910,1,0
1,NewOrder,1557343470.343456,1010085,0,0
1,NewOrder,1557343470.344737,1006934,1,0
1,NewOrder,1557343470.351846,1008275,1,0
3,OrderStatus,1557343470.354121,1000921,0,0
5,StockLevel,1557343470.355505,1001687,0,0
2,Payment,1557343470.357762,1004282,0,0
1,NewOrder,1557343470.361180,1004361,1,0
1,NewOrder,1557343470.362351,1005552,0,0
1,NewOrder,1557343470.365779,1008063,1,0
2,Payment,1557343470.368222,1003511,0,0
1,NewOrder,1557343470.371839,1008646,0,0
1,NewOrder,1557343470.374114,1004620,1,0
2,Payment,1557343470.378891,1003416,1,0
1,NewOrder,1557343470.380262,1007466,0,0
2,Payment,1557343470.382529,1002609,1,0
1,NewOrder,1557343470.384798,1004677,1,0
1,NewOrder,1557343470.388173,1006699,0,0
4,Delivery,1557343470.389543,1010092,1,0
1,NewOrder,1557343470.395197,1007066,0,0
1,NewOrder,1557343470.400266,1003965,1,0
2,Payment,1557343470.402540,1003571,0,0
2,Payment,1557343470.405118,1002979,1,0
1,NewOrder,1557343470.406469,1008362,0,0
1,NewOrder,1557343470.407604,1005247,1,0
1,NewOrder,1557343470.413306,1006642,1,0
2,Payment,1557343470.414606,1003449,0,0
1,NewOrder,1557343470.418016,1009362,0,0
2,Payment,1557343470.420325,1003083,1,0
2,Payment,1557343470.424079,1003246,1,0
1,NewOrder,1557343470.426360,1006686,1,0
2,Payment,1557343470.427496,1002963,0,0
1,NewOrder,1557343470.429762,1005491,0,0
1,NewOrder,1557343470.433578,1006392,1,0
1,NewOrder,1557343470.435865,1006340,0,0
2,Payment,1557343470.440594,1003494,1,0
2,Payment,1557343470.442820,1003066,0,0
4,Delivery,1557343470.443953,1012353,1,0
1,NewOrder,1557343470.446214,1007914,0,0
1,NewOrder,1557343470.453217,1009338,0,0
2,Payment,1557343470.455497,1003656,1,0
1,NewOrder,1557343470.458961,1007473,1,0
1,NewOrder,1557343470.462773,1006018,0,0
1,NewOrder,1557343470.465500,1009238,1,0
3,OrderStatus,1557343470.467894,1001644,0,0
2,Payment,1557343470.468997,1003594,0,0
1,NewOrder,1557343470.472372,1005533,0,0
1,NewOrder,1557343470.474874,1006192,1,0
4,Delivery,1557343470.478531,1010438,0,0
1,NewOrder,1557343470.480705,1010446,1,0
1,NewOrder,1557343470.488818,1008036,0,0
2,Payment,1557343470.491152,1003539,1,0
5,StockLevel,1557343470.495506,1000833,1,0
2,Payment,1557343470.496594,1002820,1,0
1,NewOrder,1557343470.497728,1006534,0,0
2,Payment,1557343470.500497,1001663,1,0
1,NewOrder,1557343470.502674,1006097,1,0
1,NewOrder,1557343470.504871,1006508,0,0
2,Payment,1557343470.509656,1003589,1,0
2,Payment,1557343470.511804,1003261,0,0
2,Payment,1557343470.513950,1003190,1,0
1,NewOrder,1557343470.515033,1007553,0,0
2,Payment,1557343470.517413,1002636,1,0
1,NewOrder,1557343470.519583,1009489,1,0
3,OrderStatus,1557343470.521749,1001654,0,0
2,Payment,1557343470.522831,1004361,0,0
1,NewOrder,1557343470.528318,1006474,0,0
2,Payment,1557343470.528325,1004367,1,0
2,Payment,1557343470.532838,1003880,1,0
2,Payment,1557343470.535247,1003242,0,0
2,Payment,1557343470.537399,1002847,1,0
1,NewOrder,1557343470.538482,1007116,0,0
2,Payment,1557343470.540679,1003009,1,0
2,Payment,1557343470.544059,1003306,1,0
1,NewOrder,1557343470.546496,1006625,0,0
1,NewOrder,1557343470.547619,1007501,1,0
1,NewOrder,1557343470.553443,1006849,0,0
1,NewOrder,1557343470.555692,1006943,1,0
1,NewOrder,1557343470.560257,1004410,0,0
1,NewOrder,1557343470.562736,1006485,1,0
1,NewOrder,1557343470.564983,1006191,0,0
2,Payment,1557343470.569767,1003121,1,0
1,NewOrder,1557343470.572025,1004497,0,0
1,NewOrder,1557343470.573148,1001200,1,0
1,NewOrder,1557343470.574271,1007628,1,0
2,Payment,1557343470.576506,1003320,0,0
4,Delivery,1557343470.580061,1011119,0,0
2,Payment,1557343470.582312,1002630,1,0
1,NewOrder,1557343470.585674,1003193,1,0
2,Payment,1557343470.589052,1004130,1,0
1,NewOrder,1557343470.591280,1005087,0,0
5,StockLevel,1557343470.593497,1002311,1,0
2,Payment,1557343470.595980,1002973,1,0
1,NewOrder,1557343470.597141,1004104,0,0
2,Payment,1557343470.599361,1003713,1,0
5,StockLevel,1557343470.601619,1001080,0,0
2,Payment,1557343470.602930,1002376,0,0
4,Delivery,1557343470.602930,1013724,1,0
2,Payment,1557343470.605184,1002720,0,0
1,NewOrder,1557343470.607440,1007154,0,0
2,Payment,1557343470.614428,1004024,0,0
1,NewOrder,1557343470.617805,1005962,1,0
2,Payment,1557343470.618938,1002957,0,0
1,NewOrder,1557343470.622249,1004364,0,0
1,NewOrder,1557343470.623489,1005877,1,0
2,Payment,1557343470.626841,1004358,0,0
1,NewOrder,1557343470.629317,1006660,1,0
1,NewOrder,1557343470.631703,1006021,0,0
1,NewOrder,1557343470.636018,1005148,1,0
2,Payment,1557343470.637098,1006323,0,0
2,Payment,1557343470.640426,1004921,1,0
2,Payment,1557343470.642914,1004912,0,0
2,Payment,1557343470.645172,1004584,1,0
2,Payment,1557343470.648512,1003462,0,0
1,NewOrder,1557343470.649898,1006978,1,0
1,NewOrder,1557343470.651037,1003824,0,0
2,Payment,1557343470.654604,1004254,0,0
1,NewOrder,1557343470.658034,1007157,1,0
3,OrderStatus,1557343470.658037,1001389,0,0
2,Payment,1557343470.660305,1002499,0,0
1,NewOrder,1557343470.662643,1006036,0,0
2,Payment,1557343470.666430,1004050,1,0
2,Payment,1557343470.668673,1003532,0,0
1,NewOrder,1557343470.669816,1006872,1,0
1,NewOrder,1557343470.672306,1006581,0,0
2,Payment,1557343470.675947,1004828,1,0
1,NewOrder,1557343470.678217,1006224,0,0
2,Payment,1557343470.680645,1005668,1,0
3,OrderStatus,1557343470.684257,1000778,0,0
2,Payment,1557343470.684257,1004133,0,0
2,Payment,1557343470.686526,1004201,1,0
1,NewOrder,1557343470.687671,1009123,0,0
2,Payment,1557343470.690124,1004111,1,0
5,StockLevel,1557343470.693661,1002112,1,0
1,NewOrder,1557343470.695954,1006115,1,0
2,Payment,1557343470.697095,1002397,0,0
2,Payment,1557343470.699376,1004805,0,0
1,NewOrder,1557343470.702735,1006419,1,0
1,NewOrder,1557343470.704977,1006107,0,0
2,Payment,1557343470.709870,1003025,1,0
2,Payment,1557343470.711100,1003926,0,0
1,NewOrder,1557343470.713338,1008062,1,0
1,NewOrder,1557343470.715621,1007929,0,0
2,Payment,1557343470.721911,1003696,1,0
1,NewOrder,1557343470.724196,1006905,0,0
2,Payment,1557343470.725330,1003910,1,0
1,NewOrder,1557343470.728933,1008163,1,0
2,Payment,1557343470.731168,1003063,0,0
4,Delivery,1557343470.734805,1011798,0,0
1,NewOrder,1557343470.737081,1005781,1,0
1,NewOrder,1557343470.743896,1004638,1,0
1,NewOrder,1557343470.747326,1019473,0,0
3,OrderStatus,1557343470.748429,1000953,1,0
2,Payment,1557343470.749570,1035714,1,0
4,Delivery,1557343470.767394,1026892,0,0
3,OrderStatus,1557343470.785963,999858,1,0
2,Payment,1557343470.785964,1015920,1,0
4,Delivery,1557343470.794491,1022320,0,0
2,Payment,1557343470.802873,1024857,1,0
1,NewOrder,1557343470.816274,1025896,0,0
1,NewOrder,1557343470.826788,1029518,1,0
2,Payment,1557343470.842797,1026517,0,0
1,NewOrder,1557343470.855837,1025755,1,0
1,NewOrder,1557343470.869829,1023646,0,0
1,NewOrder,1557343470.881384,1022470,1,0
4,Delivery,1557343470.893980,1022619,0,0
2,Payment,1557343470.903642,1025276,1,0
1,NewOrder,1557343470.917434,1023580,0,0
2,Payment,1557343470.929731,1022580,1,0
1,NewOrder,1557343470.941333,1022039,0,0
3,OrderStatus,1557343470.951934,1001248,1,0
3,OrderStatus,1557343470.953069,1001119,1,0
1,NewOrder,1557343470.954549,1021410,1,0
1,NewOrder,1557343470.963105,1030057,0,0
2,Payment,1557343470.976073,1035361,1,0
2,Payment,1557343470.992828,1033009,0,0
1,NewOrder,1557343471.012332,1030374,1,0
2,Payment,1557343471.026246,1026335,0,0
2,Payment,1557343471.042976,1012593,1,0
2,Payment,1557343471.052476,1005317,0,0
2,Payment,1557343471.056094,1004604,1,0
2,Payment,1557343471.057179,1005671,0,0
2,Payment,1557343471.060420,1004932,1,0
2,Payment,1557343471.062561,1005104,0,0
2,Payment,1557343471.064712,1005211,1,0
5,StockLevel,1557343471.067083,1003482,0,0
1,NewOrder,1557343471.070294,1006291,1,0
2,Payment,1557343471.070294,1003763,0,0
2,Payment,1557343471.073514,1005593,0,0
1,NewOrder,1557343471.075970,1006080,1,0
2,Payment,1557343471.079189,1005551,0,0
1,NewOrder,1557343471.082404,1004904,1,0
2,Payment,1557343471.084770,1005341,0,0
1,NewOrder,1557343471.086911,1008995,1,0
2,Payment,1557343471.090320,1003164,0,0
2,Payment,1557343471.093788,1004527,0,0
1,NewOrder,1557343471.095941,1004910,1,0
2,Payment,1557343471.099366,1003349,0,0
1,NewOrder,1557343471.101514,1006543,1,0
5,StockLevel,1557343471.102814,1002065,0,0
2,Payment,1557343471.104953,1005057,0,0
1,NewOrder,1557343471.108172,1004803,1,0
2,Payment,1557343471.110310,1004695,0,0
1,NewOrder,1557343471.112719,1008039,1,0
2,Payment,1557343471.114869,1003772,0,0
1,NewOrder,1557343471.118160,1007953,0,0
2,Payment,1557343471.121589,1002491,1,0
2,Payment,1557343471.124816,1003465,1,0
2,Payment,1557343471.126972,1003705,0,0
2,Payment,1557343471.128049,1004861,1,0
1,NewOrder,1557343471.130414,1006827,0,0
1,NewOrder,1557343471.132625,1006981,1,0
1,NewOrder,1557343471.137121,1007209,0,0
3,OrderStatus,1557343471.140338,1000322,1,0
1,NewOrder,1557343471.140338,1008080,1,0
4,Delivery,1557343471.144849,1012100,0,0
1,NewOrder,1557343471.148235,1006630,1,0
1,NewOrder,1557343471.155946,1005884,1,0
2,Payment,1557343471.157021,1002774,0,0
1,NewOrder,1557343471.160306,1009477,0,0
1,NewOrder,1557343471.161381,1006370,1,0
1,NewOrder,1557343471.166964,1008629,1,0
1,NewOrder,1557343471.170141,1008239,0,0
1,NewOrder,1557343471.175507,1005753,1,0
1,NewOrder,1557343471.178023,1008515,0,0
2,Payment,1557343471.181362,1002575,1,0
1,NewOrder,1557343471.184640,1007304,1,0
1,NewOrder,1557343471.186126,1008009,0,0
2,Payment,1557343471.191529,1004483,1,0
2,Payment,1557343471.193681,1004397,0,0
1,NewOrder,1557343471.195177,1008176,1,0
2,Payment,1557343471.197427,1003816,0,0
1,NewOrder,1557343471.201888,1006184,0,0
1,NewOrder,1557343471.204284,1006813,1,0
2,Payment,1557343471.208849,1004645,0,0
5,StockLevel,1557343471.211343,1001551,1,0
1,NewOrder,1557343471.213572,1005061,1,0
2,Payment,1557343471.213573,1002895,0,0
4,Delivery,1557343471.216969,1011395,0,0
1,NewOrder,1557343471.219473,1006967,1,0
1,NewOrder,1557343471.226300,1007994,1,0
1,NewOrder,1557343471.228510,1007966,0,0
4,Delivery,1557343471.233976,1012426,1,0
2,Payment,1557343471.236428,1003485,0,0
2,Payment,1557343471.239709,1003498,0,0
2,Payment,1557343471.242997,1005651,0,0
5,StockLevel,1557343471.245719,1002200,1,0
1,NewOrder,1557343471.247929,1006211,1,0
1,NewOrder,1557343471.249288,1007990,0,0
2,Payment,1557343471.254090,1004941,1,0
1,NewOrder,1557343471.256652,1006299,0,0
1,NewOrder,1557343471.259187,1007288,1,0
1,NewOrder,1557343471.263100,1005585,0,0
2,Payment,1557343471.266489,1004272,1,0
1,NewOrder,1557343471.268845,1007523,0,0
2,Payment,1557343471.271373,1002317,1,0
2,Payment,1557343471.273650,1004783,1,0
2,Payment,1557343471.275922,1004442,0,0
2,Payment,1557343471.278153,1004394,1,0
2,Payment,1557343471.280649,1003670,0,0
2,Payment,1557343471.282923,1003512,1,0
2,Payment,1557343471.284077,1004349,0,0
1,NewOrder,1557343471.286662,1007687,1,0
1,NewOrder,1557343471.288867,1007408,0,0
1,NewOrder,1557343471.293387,1006447,1,0
4,Delivery,1557343471.296285,1011917,0,0
1,NewOrder,1557343471.299899,1006165,1,0
1,NewOrder,1557343471.305837,1007915,1,0
1,NewOrder,1557343471.308386,1007701,0,0
2,Payment,1557343471.313490,1004513,1,0
2,Payment,1557343471.315822,1004519,0,0
1,NewOrder,1557343471.318370,1008321,1,0
2,Payment,1557343471.319497,1004354,0,0
2,Payment,1557343471.324599,1004324,0,0
1,NewOrder,1557343471.326831,1007486,1,0
4,Delivery,1557343471.329099,1010980,0,0
1,NewOrder,1557343471.335040,1007396,1,0
1,NewOrder,1557343471.340004,1008618,0,0
4,Delivery,1557343471.343561,1011323,1,0
4,Delivery,1557343471.348535,1011761,0,0
2,Payment,1557343471.354460,1003786,1,0
1,NewOrder,1557343471.357857,1009059,1,0
1,NewOrder,1557343471.360109,1004697,0,0
2,Payment,1557343471.364935,1004020,0,0
2,Payment,1557343471.366025,1005178,1,0
2,Payment,1557343471.368681,1004177,0,0
1,NewOrder,1557343471.369820,1007129,1,0
5,StockLevel,1557343471.373478,1000859,0,0
2,Payment,1557343471.374608,1004137,0,0
2,Payment,1557343471.377081,1003428,1,0
2,Payment,1557343471.378212,1019192,0,0
2,Payment,1557343471.380678,1019125,1,0
2,Payment,1557343471.398318,1003216,0,0
2,Payment,1557343471.400563,1003055,1,0
1,NewOrder,1557343471.401700,1008284,0,0
2,Payment,1557343471.404214,1003730,1,0
1,NewOrder,1557343471.407450,1005939,1,0
1,NewOrder,1557343471.409606,1008184,0,0
5,StockLevel,1557343471.412830,1002223,1,0
5,StockLevel,1557343471.415205,1001521,1,0
1,NewOrder,1557343471.417375,1005714,1,0
2,Payment,1557343471.418472,1002422,0,0
1,NewOrder,1557343471.420682,1006155,0,0
1,NewOrder,1557343471.423084,1006921,1,0
3,OrderStatus,1557343471.427375,1000115,0,0
1,NewOrder,1557343471.428452,1006786,0,0
2,Payment,1557343471.430612,1002686,1,0
1,NewOrder,1557343471.432861,1012605,1,0
1,NewOrder,1557343471.435009,1007969,0,0
1,NewOrder,1557343471.443246,1007741,0,0
2,Payment,1557343471.445405,1003417,1,0
2,Payment,1557343471.448637,1004514,1,0
1,NewOrder,1557343471.451009,1007757,0,0
2,Payment,1557343471.453162,1003241,1,0
1,NewOrder,1557343471.456376,1007233,1,0
2,Payment,1557343471.458751,1002800,0,0
3,OrderStatus,1557343471.460921,1001382,0,0
2,Payment,1557343471.463070,1002602,0,0
1,NewOrder,1557343471.464257,1008052,1,0
2,Payment,1557343471.466445,1002537,0,0
4,Delivery,1557343471.468825,1012205,0,0
5,StockLevel,1557343471.472118,1001790,1,0
4,Delivery,1557343471.474384,1010391,1,0
1,NewOrder,1557343471.481664,1004944,0,0
2,Payment,1557343471.485162,1003731,1,0
1,NewOrder,1557343471.486264,1005632,0,0
5,StockLevel,1557343471.489904,1000834,1,0
1,NewOrder,1557343471.489907,1005420,1,0
1,NewOrder,1557343471.492297,1004882,0,0
2,Payment,1557343471.494563,1004948,1,0
4,Delivery,1557343471.496837,1012161,0,0
2,Payment,1557343471.500471,1002644,1,0
1,NewOrder,1557343471.503876,1007076,1,0
2,Payment,1557343471.508554,1004143,0,0
1,NewOrder,1557343471.510780,1008048,1,0
2,Payment,1557343471.513057,1003434,0,0
1,NewOrder,1557343471.516698,1004748,0,0
4,Delivery,1557343471.518970,1013937,1,0
1,NewOrder,1557343471.521210,1005127,0,0
1,NewOrder,1557343471.526014,1009072,0,0
3,OrderStatus,1557343471.533067,1000733,1,0
2,Payment,1557343471.534207,1002785,1,0
1,NewOrder,1557343471.535355,1004396,0,0
2,Payment,1557343471.537596,1004323,1,0
2,Payment,1557343471.539880,1004201,0,0
2,Payment,1557343471.542087,1004121,1,0
1,NewOrder,1557343471.544362,1007379,0,0
4,Delivery,1557343471.546632,1011005,1,0
3,OrderStatus,1557343471.552490,999842,0,0
2,Payment,1557343471.552490,1002784,0,0
5,StockLevel,1557343471.556135,1000485,0,0
1,NewOrder,1557343471.557271,1004396,0,0
1,NewOrder,1557343471.558375,1005241,1,0
2,Payment,1557343471.561796,1003780,0,0
5,StockLevel,1557343471.562932,1002013,1,0
2,Payment,1557343471.564071,1004229,1,0
4,Delivery,1557343471.565217,1011523,0,0
1,NewOrder,1557343471.567495,1006944,1,0
1,NewOrder,1557343471.574518,1006072,1,0
1,NewOrder,1557343471.577807,1004590,0,0
2,Payment,1557343471.581216,1002934,1,0
2,Payment,1557343471.582591,1003704,0,0
1,NewOrder,1557343471.584800,1004173,1,0
2,Payment,1557343471.586992,1003930,0,0
2,Payment,1557343471.589139,1003562,1,0
2,Payment,1557343471.590271,1004505,0,0
1,NewOrder,1557343471.592720,1008497,1,0
2,Payment,1557343471.595234,1003729,0,0
1,NewOrder,1557343471.598553,1007965,0,0
1,NewOrder,1557343471.601074,1007599,1,0
4,Delivery,1557343471.606836,1011859,0,0
1,NewOrder,1557343471.609356,1007351,1,0
2,Payment,1557343471.616614,1004301,1,0
1,NewOrder,1557343471.619315,1006947,0,0
2,Payment,1557343471.621672,1002583,1,0
2,Payment,1557343471.623932,1004161,1,0
2,Payment,1557343471.626203,1003888,0,0
1,NewOrder,1557343471.628769,1001531,1,0
1,NewOrder,1557343471.631032,1006298,0,0
1,NewOrder,1557343471.631032,1008396,1,0
2,Payment,1557343471.638078,1003241,0,0
1,NewOrder,1557343471.639177,1008718,1,0
2,Payment,1557343471.641369,1003508,0,0
2,Payment,1557343471.644958,1005045,0,0
5,StockLevel,1557343471.648686,1000862,1,0
3,OrderStatus,1557343471.649822,1000462,1,0
2,Payment,1557343471.650962,1001890,0,0
2,Payment,1557343471.650963,1003872,1,0
2,Payment,1557343471.653199,1003864,0,0
1,NewOrder,1557343471.655788,1006869,1,0
2,Payment,1557343471.656874,1003289,0,0
5,StockLevel,1557343471.660331,1001376,0,0
2,Payment,1557343471.661459,1003955,0,0
2,Payment,1557343471.663688,1003690,1,0
1,NewOrder,1557343471.665180,1006511,0,0
1,NewOrder,1557343471.667451,1009421,1,0
2,Payment,1557343471.670817,1004037,0,0
2,Payment,1557343471.674519,1004059,0,0
1,NewOrder,1557343471.676798,1007864,1,0
2,Payment,1557343471.677936,1003352,0,0
1,NewOrder,1557343471.681509,1006712,0,0
1,NewOrder,1557343471.685127,1005342,1,0
1,NewOrder,1557343471.688479,1006620,0,0
2,Payment,1557343471.691027,1002231,1,0
1,NewOrder,1557343471.693288,1006579,1,0
1,NewOrder,1557343471.695559,1007216,0,0
2,Payment,1557343471.700580,1004217,1,0
2,Payment,1557343471.702853,1003931,0,0
2,Payment,1557343471.705251,1003601,1,0
1,NewOrder,1557343471.707728,1005794,0,0
2,Payment,1557343471.708860,1002778,1,0
2,Payment,1557343471.711132,1004415,1,0
4,Delivery,1557343471.713644,1009739,0,0
2,Payment,1557343471.715022,1003635,1,0
1,NewOrder,1557343471.718878,1006529,1,0
1,NewOrder,1557343471.723553,1007159,0,0
2,Payment,1557343471.726049,1002154,1,0
2,Payment,1557343471.728322,1004326,1,0
1,NewOrder,1557343471.730591,1006341,0,0
1,NewOrder,1557343471.732830,1006716,1,0
5,StockLevel,1557343471.737754,1000586,0,0
2,Payment,1557343471.738882,1002770,0,0
2,Payment,1557343471.740054,1003646,1,0
2,Payment,1557343471.741152,1004718,0,0
1,NewOrder,1557343471.744005,1007403,1,0
2,Payment,1557343471.746288,1002650,0,0
1,NewOrder,1557343471.748551,1004632,0,0
2,Payment,1557343471.752344,1002707,1,0
1,NewOrder,1557343471.753468,1006782,0,0
2,Payment,1557343471.755731,1002363,1,0
1,NewOrder,1557343471.757999,1007051,1,0
2,Payment,1557343471.760658,1002566,0,0
4,Delivery,1557343471.764092,1011251,0,0
2,Payment,1557343471.765229,1003095,1,0
1,NewOrder,1557343471.768537,1004898,1,0
2,Payment,1557343471.772864,1004225,1,0
1,NewOrder,1557343471.775141,1004576,0,0
2,Payment,1557343471.777992,1003707,1,0
1,NewOrder,1557343471.780178,1007546,0,0
2,Payment,1557343471.782425,1002359,1,0
1,NewOrder,1557343471.784963,1008263,1,0
2,Payment,1557343471.788562,1002419,0,0
3,OrderStatus,1557343471.790814,1000867,0,0
2,Payment,1557343471.791944,1003201,0,0
2,Payment,1557343471.793374,1003581,1,0
1,NewOrder,1557343471.794642,1006793,0,0
1,NewOrder,1557343471.796911,1007967,1,0
1,NewOrder,1557343471.801804,1005015,0,0
1,NewOrder,1557343471.805193,1008131,1,0
2,Payment,1557343471.806330,1004448,0,0
2,Payment,1557343471.811178,1004077,0,0
2,Payment,1557343471.813547,1003562,1,0
2,Payment,1557343471.815829,1003298,0,0
3,OrderStatus,1557343471.816934,1000945,1,0
1,NewOrder,1557343471.818082,1006673,1,0
2,Payment,1557343471.819235,1003301,0,0
1,NewOrder,1557343471.822668,1005075,0,0
1,NewOrder,1557343471.824960,1007987,1,0
2,Payment,1557343471.827764,1003181,0,0
1,NewOrder,1557343471.831118,1004513,0,0
1,NewOrder,1557343471.833413,1006103,1,0
1,NewOrder,1557343471.834896,1006571,0,0
1,NewOrder,1557343471.839457,1006996,1,0
2,Payment,1557343471.840588,1003964,0,0
2,Payment,1557343471.844734,1003753,0,0
1,NewOrder,1557343471.847021,1005769,1,0
1,NewOrder,1557343471.849306,1005575,0,0
2,Payment,1557343471.853036,1003708,1,0
2,Payment,1557343471.854167,1004419,0,0
1,NewOrder,1557343471.856608,1004633,1,0
2,Payment,1557343471.858881,1004627,0,0
2,Payment,1557343471.861483,1004029,1,0
2,Payment,1557343471.863767,1003734,0,0
1,NewOrder,1557343471.866081,1007535,1,0
1,NewOrder,1557343471.867220,1008613,0,0
2,Payment,1557343471.873596,1004047,1,0
1,NewOrder,1557343471.875877,1004716,0,0
5,StockLevel,1557343471.877353,1002057,1,0
1,NewOrder,1557343471.879633,1004721,1,0
