Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,NewOrder,1557343468.231709,1027359,1,0
1,NewOrder,1557343468.245653,1029683,0,0
2,Payment,1557343468.259229,1033506,1,0
1,NewOrder,1557343468.275698,1035435,0,0
4,Delivery,1557343468.293802,1033899,1,0
1,NewOrder,1557343468.311925,1019907,0,0
2,Payment,1557343468.328468,1005950,1,0
1,NewOrder,1557343468.331865,1009545,0,0
1,NewOrder,1557343468.334040,1009898,1,0
2,Payment,1557343468.341148,1006742,0,0
2,Payment,1557343468.345110,1005156,1,0
1,NewOrder,1557343468.348509,1004969,0,0
2,Payment,1557343468.350762,1005741,1,0
2,Payment,1557343468.353036,1005328,0,0
2,Payment,1557343468.356408,1004152,1,0
4,Delivery,1557343468.358660,1011656,0,0
1,NewOrder,1557343468.361108,1007197,1,0
2,Payment,1557343468.367932,1004475,1,0
2,Payment,1557343468.370366,1004248,0,0
1,NewOrder,1557343468.372574,1010480,1,0
1,NewOrder,1557343468.374857,1005001,0,0
1,NewOrder,1557343468.379643,1007787,0,0
1,NewOrder,1557343468.382978,1009611,1,0
2,Payment,1557343468.387724,1007330,0,0
5,StockLevel,1557343468.392304,1001838,1,0
1,NewOrder,1557343468.394912,1008439,1,0
3,OrderStatus,1557343468.394912,1002109,0,0
1,NewOrder,1557343468.397100,1009362,0,0
2,Payment,1557343468.403271,1005868,1,0
2,Payment,1557343468.406786,1004637,0,0
1,NewOrder,1557343468.409000,1007800,1,0
1,NewOrder,1557343468.411219,1007655,0,0
1,NewOrder,1557343468.416933,1004695,1,0
2,Payment,1557343468.419145,1004285,0,0
2,Payment,1557343468.421411,1004097,1,0
1,NewOrder,1557343468.423628,1008677,0,0
1,NewOrder,1557343468.424742,1005359,1,0
1,NewOrder,1557343468.429654,1005467,1,0
2,Payment,1557343468.431847,1005461,0,0
1,NewOrder,1557343468.435076,1007432,1,0
1,NewOrder,1557343468.437384,1010309,0,0
2,Payment,1557343468.442428,1003058,1,0
1,NewOrder,1557343468.445718,1012483,1,0
1,NewOrder,1557343468.448434,1007007,0,0
1,NewOrder,1557343468.456462,1007143,0,0
2,Payment,1557343468.458672,1002793,1,0
1,NewOrder,1557343468.461089,1008013,1,0
2,Payment,1557343468.463300,1003332,0,0
2,Payment,1557343468.466584,1004363,0,0
2,Payment,1557343468.470108,1002647,1,0
4,Delivery,1557343468.470113,1012164,0,0
1,NewOrder,1557343468.473393,1006177,1,0
1,NewOrder,1557343468.480193,1004692,1,0
1,NewOrder,1557343468.482405,1005371,0,0
3,OrderStatus,1557343468.484623,1001909,1,0
1,NewOrder,1557343468.486836,1009561,1,0
2,Payment,1557343468.488055,1002607,0,0
2,Payment,1557343468.490216,1003885,0,0
1,NewOrder,1557343468.493511,1009116,0,0
2,Payment,1557343468.495730,1004703,1,0
2,Payment,1557343468.501435,1003176,1,0
2,Payment,1557343468.503649,1003131,0,0
2,Payment,1557343468.504757,1003935,1,0
5,StockLevel,1557343468.506065,1003367,0,0
2,Payment,1557343468.508248,1003413,1,0
3,OrderStatus,1557343468.509350,1001358,0,0
2,Payment,1557343468.510458,1004613,0,0
1,NewOrder,1557343468.511566,1006328,1,0
1,NewOrder,1557343468.515972,1010582,0,0
2,Payment,1557343468.518185,1002963,1,0
2,Payment,1557343468.521676,1002807,1,0
1,NewOrder,1557343468.525570,1007856,1,0
2,Payment,1557343468.526678,1004814,0,0
2,Payment,1557343468.532531,1003246,0,0
4,Delivery,1557343468.533675,1018045,1,0
1,NewOrder,1557343468.535886,1006796,0,0
1,NewOrder,1557343468.542708,1007199,0,0
1,NewOrder,1557343468.549539,1007342,0,0
1,NewOrder,1557343468.551753,1008080,1,0
1,NewOrder,1557343468.556285,1008797,0,0
1,NewOrder,1557343468.559817,1007422,1,0
1,NewOrder,1557343468.565386,1007194,0,0
2,Payment,1557343468.567799,1002700,1,0
2,Payment,1557343468.571076,1003299,1,0
2,Payment,1557343468.573289,1003045,0,0
1,NewOrder,1557343468.574399,1007109,1,0
2,Payment,1557343468.576784,1002787,0,0
2,Payment,1557343468.578998,1004342,0,0
1,NewOrder,1557343468.581211,1006631,1,0
1,NewOrder,1557343468.583737,1107997,0,0
1,NewOrder,1557343468.588259,1105874,1,0
4,Delivery,1557343468.692293,1016567,0,0
3,OrderStatus,1557343468.694760,1002756,1,0
2,Payment,1557343468.696951,1004641,1,0
1,NewOrder,1557343468.701407,1009264,1,0
4,Delivery,1557343468.708482,1014286,0,0
1,NewOrder,1557343468.710994,1006662,1,0
2,Payment,1557343468.717981,1002492,1,0
2,Payment,1557343468.720489,1004077,1,0
2,Payment,1557343468.722722,1003621,0,0
2,Payment,1557343468.725410,1002975,1,0
1,NewOrder,1557343468.726547,1006364,0,0
1,NewOrder,1557343468.728826,1017802,1,0
2,Payment,1557343468.733590,1015112,0,0
1,NewOrder,1557343468.747142,1005144,1,0
5,StockLevel,1557343468.749588,1001173,0,0
3,OrderStatus,1557343468.750738,1001404,0,0
1,NewOrder,1557343468.753030,1004952,0,0
2,Payment,1557343468.753030,1002347,1,0
2,Payment,1557343468.754585,1005800,1,0
1,NewOrder,1557343468.757937,1008238,0,0
2,Payment,1557343468.760215,1003485,1,0
2,Payment,1557343468.762730,1005414,1,0
1,NewOrder,1557343468.766295,1005977,0,0
1,NewOrder,1557343468.768564,1007546,1,0
1,NewOrder,1557343468.772415,1007344,0,0
3,OrderStatus,1557343468.775828,1001490,1,0
2,Payment,1557343468.776972,1005142,1,0
1,NewOrder,1557343468.779491,1007763,0,0
2,Payment,1557343468.781737,1003457,1,0
2,Payment,1557343468.785103,1003996,1,0
5,StockLevel,1557343468.787631,1001107,0,0
1,NewOrder,1557343468.788718,1005011,0,0
1,NewOrder,1557343468.788718,1006755,1,0
1,NewOrder,1557343468.793547,1005791,0,0
1,NewOrder,1557343468.796070,1005828,1,0
2,Payment,1557343468.799816,1003924,0,0
2,Payment,1557343468.802028,1003483,1,0
1,NewOrder,1557343468.804322,1007274,0,0
3,OrderStatus,1557343468.805474,1001063,1,0
2,Payment,1557343468.806624,1002873,1,0
2,Payment,1557343468.809375,1004173,1,0
2,Payment,1557343468.811678,1003986,0,0
2,Payment,1557343468.812831,1004627,1,0
5,StockLevel,1557343468.815139,1001611,0,0
1,NewOrder,1557343468.816280,1006871,0,0
3,OrderStatus,1557343468.817586,1000837,1,0
1,NewOrder,1557343468.818719,1008313,1,0
1,NewOrder,1557343468.823316,1005586,0,0
3,OrderStatus,1557343468.827188,1001294,1,0
1,NewOrder,1557343468.828354,1005754,1,0
2,Payment,1557343468.828355,1003704,0,0
1,NewOrder,1557343468.831821,1005525,0,0
2,Payment,1557343468.834362,1004888,1,0
4,Delivery,1557343468.837791,1010351,0,0
2,Payment,1557343468.838928,1003573,1,0
1,NewOrder,1557343468.842583,1007651,1,0
4,Delivery,1557343468.848275,1010411,0,0
1,NewOrder,1557343468.850590,1005110,1,0
4,Delivery,1557343468.855401,1012409,1,0
1,NewOrder,1557343468.859088,1006702,0,0
2,Payment,1557343468.865907,1003848,0,0
2,Payment,1557343468.868425,1003182,1,0
1,NewOrder,1557343468.869792,1007057,0,0
2,Payment,1557343468.870896,1003977,1,0
1,NewOrder,1557343468.874263,1006444,1,0
1,NewOrder,1557343468.876778,1005749,0,0
1,NewOrder,1557343468.880263,1007858,1,0
1,NewOrder,1557343468.882531,1007708,0,0
1,NewOrder,1557343468.888798,1005150,1,0
1,NewOrder,1557343468.889905,1005902,0,0
1,NewOrder,1557343468.894925,1003819,1,0
1,NewOrder,1557343468.894928,1006365,0,0
1,NewOrder,1557343468.899670,1005223,1,0
1,NewOrder,1557343468.902348,1006224,0,0
1,NewOrder,1557343468.904560,1006072,1,0
1,NewOrder,1557343468.908302,1006028,0,0
5,StockLevel,1557343468.910868,1001117,1,0
2,Payment,1557343468.911969,1004153,1,0
2,Payment,1557343468.914263,1003866,0,0
2,Payment,1557343468.916669,1003608,1,0
1,NewOrder,1557343468.919191,1005326,0,0
1,NewOrder,1557343468.921433,1005996,1,0
2,Payment,1557343468.924736,1004486,0,0
1,NewOrder,1557343468.928285,1007152,1,0
2,Payment,1557343468.929416,1002392,0,0
1,NewOrder,1557343468.931772,1009453,0,0
2,Payment,1557343468.935409,1003773,1,0
2,Payment,1557343468.940407,1002626,1,0
1,NewOrder,1557343468.941550,1004118,0,0
5,StockLevel,1557343468.942687,1002143,1,0
1,NewOrder,1557343468.945204,1005441,1,0
1,NewOrder,1557343468.945204,1007324,0,0
1,NewOrder,1557343468.951066,1005717,1,0
1,NewOrder,1557343468.953451,1005364,0,0
2,Payment,1557343468.956852,1003967,1,0
1,NewOrder,1557343468.958200,1008052,0,0
2,Payment,1557343468.960461,1003672,1,0
2,Payment,1557343468.964079,1004306,1,0
1,NewOrder,1557343468.966327,1005015,0,0
2,Payment,1557343468.967465,1006019,1,0
2,Payment,1557343468.971087,1004128,0,0
1,NewOrder,1557343468.973573,1006948,1,0
2,Payment,1557343468.974680,1003924,0,0
5,StockLevel,1557343468.978354,1001548,0,0
1,NewOrder,1557343468.980623,1004629,0,0
1,NewOrder,1557343468.980623,1006976,1,0
2,Payment,1557343468.985197,1004296,0,0
1,NewOrder,1557343468.987718,1008782,1,0
1,NewOrder,1557343468.988837,1009564,0,0
1,NewOrder,1557343468.996090,1004569,1,0
2,Payment,1557343468.998364,1004306,0,0
2,Payment,1557343469.000881,1003584,1,0
4,Delivery,1557343469.003384,1010017,0,0
2,Payment,1557343469.004517,1002804,1,0
1,NewOrder,1557343469.007925,1007562,1,0
1,NewOrder,1557343469.013911,1008165,0,0
3,OrderStatus,1557343469.016328,1000663,1,0
2,Payment,1557343469.017416,1002671,1,0
1,NewOrder,1557343469.020938,1005974,1,0
2,Payment,1557343469.022073,1002926,0,0
1,NewOrder,1557343469.025531,1006292,0,0
2,Payment,1557343469.027889,1002167,1,0
2,Payment,1557343469.030228,1003366,1,0
1,NewOrder,1557343469.032435,1005044,0,0
1,NewOrder,1557343469.034616,1006821,1,0
1,NewOrder,1557343469.037259,1005936,0,0
1,NewOrder,1557343469.040668,1006309,1,0
1,NewOrder,1557343469.042818,1006134,0,0
2,Payment,1557343469.047473,1003356,1,0
1,NewOrder,1557343469.049683,1004213,0,0
2,Payment,1557343469.051892,1004187,1,0
2,Payment,1557343469.053218,1004889,0,0
1,NewOrder,1557343469.055386,1008100,1,0
2,Payment,1557343469.057596,1003479,0,0
2,Payment,1557343469.061991,1003528,0,0
5,StockLevel,1557343469.064200,1001429,1,0
2,Payment,1557343469.065305,1002982,0,0
1,NewOrder,1557343469.066410,1003842,1,0
2,Payment,1557343469.068625,1003394,0,0
1,NewOrder,1557343469.071052,1004586,1,0
1,NewOrder,1557343469.072127,1005415,0,0
1,NewOrder,1557343469.075467,1002398,1,0
2,Payment,1557343469.077626,1003604,0,0
1,NewOrder,1557343469.077626,1011096,1,0
1,NewOrder,1557343469.081163,1005648,0,0
1,NewOrder,1557343469.086854,1008183,0,0
3,OrderStatus,1557343469.089070,1000548,1,0
2,Payment,1557343469.090174,1003096,1,0
1,NewOrder,1557343469.093487,1008262,1,0
2,Payment,1557343469.094593,1003712,0,0
1,NewOrder,1557343469.098059,1007152,0,0
1,NewOrder,1557343469.101506,1005729,1,0
2,Payment,1557343469.104791,1004538,0,0
2,Payment,1557343469.107199,1004029,1,0
4,Delivery,1557343469.109386,1011842,0,0
1,NewOrder,1557343469.111593,1007565,1,0
1,NewOrder,1557343469.119526,1009176,1,0
1,NewOrder,1557343469.121733,1004813,0,0
1,NewOrder,1557343469.126175,1008317,0,0
2,Payment,1557343469.128377,1004218,1,0
1,NewOrder,1557343469.132964,1007144,1,0
2,Payment,1557343469.134270,1003941,0,0
1,NewOrder,1557343469.137795,1007865,0,0
2,Payment,1557343469.140268,1003575,1,0
3,OrderStatus,1557343469.144084,1001980,1,0
1,NewOrder,1557343469.145184,1010205,0,0
1,NewOrder,1557343469.146312,1011310,1,0
1,NewOrder,1557343469.155173,1007903,0,0
2,Payment,1557343469.158550,1002131,1,0
2,Payment,1557343469.160013,1004880,1,0
1,NewOrder,1557343469.163589,1006017,0,0
2,Payment,1557343469.164835,1003028,1,0
2,Payment,1557343469.168310,1003080,1,0
2,Payment,1557343469.169391,1004111,0,0
1,NewOrder,1557343469.171663,1007644,1,0
2,Payment,1557343469.173948,1002367,0,0
3,OrderStatus,1557343469.176254,1001372,0,0
1,NewOrder,1557343469.178391,1003952,0,0
2,Payment,1557343469.179471,1004875,1,0
1,NewOrder,1557343469.182768,1006754,0,0
2,Payment,1557343469.184945,1002806,1,0
2,Payment,1557343469.187556,1004117,1,0
1,NewOrder,1557343469.188693,1008961,0,0
2,Payment,1557343469.190933,1004766,1,0
1,NewOrder,1557343469.195898,1006285,1,0
1,NewOrder,1557343469.198117,1006185,0,0
1,NewOrder,1557343469.202958,1007273,1,0
2,Payment,1557343469.204343,1003693,0,0
2,Payment,1557343469.208830,1003257,0,0
4,Delivery,1557343469.211351,1009590,1,0
2,Payment,1557343469.211354,1003543,0,0
2,Payment,1557343469.214811,1003027,0,0
2,Payment,1557343469.218167,1004869,0,0
1,NewOrder,1557343469.220519,1006043,1,0
1,NewOrder,1557343469.222729,1006002,0,0
5,StockLevel,1557343469.226043,1001717,1,0
2,Payment,1557343469.227370,1003589,1,0
2,Payment,1557343469.228533,1004676,0,0
5,StockLevel,1557343469.231015,1001177,1,0
1,NewOrder,1557343469.232324,1009542,1,0
1,NewOrder,1557343469.233429,1006347,0,0
1,NewOrder,1557343469.239210,1005836,0,0
1,NewOrder,1557343469.241425,1008622,1,0
2,Payment,1557343469.244733,1003242,0,0
2,Payment,1557343469.247173,1004722,0,0
1,NewOrder,1557343469.250535,1008201,1,0
3,OrderStatus,1557343469.251639,1001787,0,0
2,Payment,1557343469.253844,1002802,0,0
1,NewOrder,1557343469.257400,1003967,0,0
1,NewOrder,1557343469.259575,1004306,1,0
2,Payment,1557343469.261785,1003659,0,0
1,NewOrder,1557343469.263994,1005229,1,0
1,NewOrder,1557343469.266197,1005092,0,0
1,NewOrder,1557343469.269533,1006807,1,0
2,Payment,1557343469.272006,1002548,0,0
1,NewOrder,1557343469.274220,1007408,0,0
2,Payment,1557343469.276385,1003159,1,0
2,Payment,1557343469.280273,1003162,1,0
3,OrderStatus,1557343469.281374,1001502,0,0
1,NewOrder,1557343469.282475,1009704,0,0
1,NewOrder,1557343469.283577,1003681,1,0
1,NewOrder,1557343469.287148,1007964,1,0
2,Payment,1557343469.291629,1005378,0,0
2,Payment,1557343469.296043,1002707,1,0
2,Payment,1557343469.297173,1004063,0,0
2,Payment,1557343469.299380,1003963,1,0
2,Payment,1557343469.301587,1003710,0,0
1,NewOrder,1557343469.304337,1005364,1,0
4,Delivery,1557343469.305442,1012595,0,0
1,NewOrder,1557343469.309930,1005080,1,0
2,Payment,1557343469.315048,1004848,1,0
1,NewOrder,1557343469.317449,1005064,0,0
5,StockLevel,1557343469.319655,1001689,1,0
2,Payment,1557343469.321054,1003373,1,0
2,Payment,1557343469.322159,1004105,0,0
2,Payment,1557343469.324375,1003969,1,0
1,NewOrder,1557343469.326577,1006366,0,0
1,NewOrder,1557343469.327710,1007816,1,0
2,Payment,1557343469.332387,1006171,0,0
2,Payment,1557343469.335670,1004744,1,0
1,NewOrder,1557343469.338064,1007099,0,0
2,Payment,1557343469.340296,1002806,1,0
2,Payment,1557343469.342727,1004490,1,0
2,Payment,1557343469.344946,1004382,0,0
1,NewOrder,1557343469.346342,1007199,1,0
1,NewOrder,1557343469.348561,1009214,0,0
2,Payment,1557343469.354022,1003768,1,0
2,Payment,1557343469.358694,1001740,0,0
2,Payment,1557343469.358695,1003657,1,0
1,NewOrder,1557343469.360854,1006256,0,0
5,StockLevel,1557343469.363015,1000954,1,0
1,NewOrder,1557343469.364096,1005100,1,0
5,StockLevel,1557343469.367378,1000940,0,0
2,Payment,1557343469.368463,1002470,0,0
1,NewOrder,1557343469.368463,1006986,1,0
1,NewOrder,1557343469.370618,1006782,0,0
3,OrderStatus,1557343469.374359,1001845,1,0
2,Payment,1557343469.376513,1002920,1,0
2,Payment,1557343469.377591,1003751,0,0
2,Payment,1557343469.379953,1003149,1,0
2,Payment,1557343469.381022,1004457,0,0
2,Payment,1557343469.383873,1003655,1,0
1,NewOrder,1557343469.384970,1007765,0,0
1,NewOrder,1557343469.387124,1009545,1,0
2,Payment,1557343469.393028,1005658,0,0
1,NewOrder,1557343469.397522,1005582,1,0
1,NewOrder,1557343469.398610,1006524,0,0
1,NewOrder,1557343469.402924,1008407,1,0
2,Payment,1557343469.406159,1002428,0,0
4,Delivery,1557343469.408348,1010429,0,0
1,NewOrder,1557343469.411922,1004881,1,0
1,NewOrder,1557343469.416805,1006717,1,0
2,Payment,1557343469.418479,1003107,0,0
2,Payment,1557343469.421870,1003449,0,0
2,Payment,1557343469.424539,1002535,1,0
2,Payment,1557343469.425640,1003347,0,0
1,NewOrder,1557343469.426748,1007210,1,0
1,NewOrder,1557343469.429009,1006801,0,0
2,Payment,1557343469.434641,1003118,1,0
2,Payment,1557343469.436285,1003687,0,0
1,NewOrder,1557343469.437377,1007580,1,0
1,NewOrder,1557343469.439588,1007220,0,0
1,NewOrder,1557343469.444983,1006437,1,0
1,NewOrder,1557343469.446324,1007693,0,0
2,Payment,1557343469.451889,1003937,1,0
2,Payment,1557343469.454029,1004141,0,0
2,Payment,1557343469.456502,1003803,1,0
1,NewOrder,1557343469.458703,1004892,0,0
1,NewOrder,1557343469.460850,1004840,1,0
2,Payment,1557343469.463001,1004474,0,0
1,NewOrder,1557343469.465747,1006106,1,0
1,NewOrder,1557343469.466823,1007311,0,0
2,Payment,1557343469.472222,1004124,1,0
2,Payment,1557343469.474661,1003670,0,0
3,OrderStatus,1557343469.476974,1000711,1,0
2,Payment,1557343469.478045,1003973,1,0
4,Delivery,1557343469.478046,1014281,0,0
2,Payment,1557343469.481434,1003807,1,0
2,Payment,1557343469.484978,1003663,1,0
1,NewOrder,1557343469.488497,1006602,1,0
2,Payment,1557343469.493172,1003738,0,0
1,NewOrder,1557343469.495566,1004926,1,0
2,Payment,1557343469.496681,1005530,0,0
5,StockLevel,1557343469.501477,1000306,1,0
2,Payment,1557343469.502593,1001911,1,0
2,Payment,1557343469.502594,1003708,0,0
1,NewOrder,1557343469.504770,1006695,1,0
2,Payment,1557343469.506923,1002781,0,0
2,Payment,1557343469.510161,1003069,0,0
2,Payment,1557343469.511284,1003821,1,0
2,Payment,1557343469.513782,1003218,0,0
2,Payment,1557343469.516321,1002892,1,0
4,Delivery,1557343469.516322,1011788,0,0
4,Delivery,1557343469.519533,1010650,1,0
1,NewOrder,1557343469.527766,1007690,0,0
5,StockLevel,1557343469.530094,1001285,1,0
1,NewOrder,1557343469.531474,1006017,1,0
1,NewOrder,1557343469.536322,1004966,0,0
2,Payment,1557343469.537417,1005912,1,0
2,Payment,1557343469.541312,1003379,0,0
1,NewOrder,1557343469.543537,1008315,1,0
1,NewOrder,1557343469.544950,1004956,0,0
2,Payment,1557343469.550550,1003226,0,0
2,Payment,1557343469.551623,1004008,1,0
2,Payment,1557343469.553880,1003877,0,0
2,Payment,1557343469.554953,1004722,1,0
2,Payment,1557343469.557095,1004539,0,0
1,NewOrder,1557343469.559488,1007121,1,0
1,NewOrder,1557343469.561837,1006725,0,0
4,Delivery,1557343469.566849,1011813,1,0
1,NewOrder,1557343469.569072,1007504,0,0
2,Payment,1557343469.577443,1003262,0,0
2,Payment,1557343469.578580,1004176,1,0
2,Payment,1557343469.580819,1003779,0,0
2,Payment,1557343469.583345,1003387,1,0
1,NewOrder,1557343469.585607,1003455,0,0
1,NewOrder,1557343469.586735,1005326,1,0
1,NewOrder,1557343469.590111,1007052,0,0
2,Payment,1557343469.592343,1002745,1,0
1,NewOrder,1557343469.595743,1006865,1,0
2,Payment,1557343469.597999,1002505,0,0
2,Payment,1557343469.600529,1004026,0,0
1,NewOrder,1557343469.602794,1006820,1,0
2,Payment,1557343469.605065,1002584,0,0
4,Delivery,1557343469.607643,1011583,0,0
1,NewOrder,1557343469.608776,1008719,1,0
1,NewOrder,1557343469.617037,1008331,1,0
1,NewOrder,1557343469.619310,1007883,0,0
2,Payment,1557343469.625859,1003530,1,0
1,NewOrder,1557343469.626999,1005296,0,0
1,NewOrder,1557343469.629546,1007577,1,0
1,NewOrder,1557343469.631824,1007350,0,0
4,Delivery,1557343469.637483,1011499,1,0
5,StockLevel,1557343469.638621,1002396,0,0
3,OrderStatus,1557343469.641169,1001496,0,0
1,NewOrder,1557343469.642302,1008823,0,0
2,Payment,1557343469.649392,1003514,1,0
1,NewOrder,1557343469.651663,1008940,0,0
1,NewOrder,1557343469.652812,1005876,1,0
2,Payment,1557343469.658617,1004031,1,0
2,Payment,1557343469.660893,1003678,0,0
1,NewOrder,1557343469.663164,1004113,1,0
2,Payment,1557343469.664300,1004833,0,0
2,Payment,1557343469.666871,1004298,1,0
4,Delivery,1557343469.669197,1011460,0,0
1,NewOrder,1557343469.671491,1005192,1,0
1,NewOrder,1557343469.676364,1006815,1,0
1,NewOrder,1557343469.681019,1007005,0,0
2,Payment,1557343469.683318,1002904,1,0
1,NewOrder,1557343469.685564,1010061,1,0
1,NewOrder,1557343469.687835,1005957,0,0
1,NewOrder,1557343469.694147,1007880,0,0
1,NewOrder,1557343469.695382,1004584,1,0
2,Payment,1557343469.699767,1004134,1,0
2,Payment,1557343469.701996,1003720,0,0
1,NewOrder,1557343469.704216,1006501,1,0
2,Payment,1557343469.705523,1003069,0,0
1,NewOrder,1557343469.709085,1007486,0,0
2,Payment,1557343469.710196,1004055,1,0
1,NewOrder,1557343469.713866,1007227,1,0
5,StockLevel,1557343469.716091,1002404,0,0
1,NewOrder,1557343469.718702,1006136,0,0
5,StockLevel,1557343469.720923,1001445,1,0
1,NewOrder,1557343469.722040,1007768,1,0
2,Payment,1557343469.724469,1003479,0,0
1,NewOrder,1557343469.728055,1005024,0,0
1,NewOrder,1557343469.729190,1007035,1,0
2,Payment,1557343469.732445,1005703,0,0
5,StockLevel,1557343469.736167,1001283,1,0
5,StockLevel,1557343469.737280,1001319,1,0
2,Payment,1557343469.737280,1007376,0,0
2,Payment,1557343469.738392,1003856,1,0
2,Payment,1557343469.742820,1003608,1,0
5,StockLevel,1557343469.743938,1002349,0,0
1,NewOrder,1557343469.747283,1004307,0,0
2,Payment,1557343469.747283,1002226,1,0
1,NewOrder,1557343469.748609,1006550,1,0
2,Payment,1557343469.751057,1006239,0,0
2,Payment,1557343469.755497,1003643,1,0
1,NewOrder,1557343469.757902,1006101,0,0
2,Payment,1557343469.759238,1002868,1,0
3,OrderStatus,1557343469.762603,1000263,1,0
1,NewOrder,1557343469.763715,1004757,1,0
1,NewOrder,1557343469.764831,1014093,0,0
4,Delivery,1557343469.768584,1020290,1,0
1,NewOrder,1557343469.770978,1019652,0,0
1,NewOrder,1557343469.789137,1006454,1,0
2,Payment,1557343469.790448,1003311,0,0
2,Payment,1557343469.794151,1003212,0,0
2,Payment,1557343469.795266,1003856,1,0
1,NewOrder,1557343469.797494,1007616,0,0
1,NewOrder,1557343469.798610,1008555,1,0
2,Payment,1557343469.804448,1004720,0,0
2,Payment,1557343469.807760,1003351,1,0
2,Payment,1557343469.809990,1002967,0,0
3,OrderStatus,1557343469.811336,1000678,1,0
1,NewOrder,1557343469.812501,1004577,1,0
1,NewOrder,1557343469.813613,1006943,0,0
1,NewOrder,1557343469.816900,1008560,1,0
2,Payment,1557343469.820484,1003102,0,0
1,NewOrder,1557343469.824250,1006213,0,0
1,NewOrder,1557343469.825364,1006920,1,0
3,OrderStatus,1557343469.831167,1000098,0,0
2,Payment,1557343469.831167,1003247,0,0
1,NewOrder,1557343469.832314,1008154,1,0
2,Payment,1557343469.834548,1003457,0,0
1,NewOrder,1557343469.837249,1005932,0,0
3,OrderStatus,1557343469.840564,1000634,1,0
2,Payment,1557343469.841684,1003242,1,0
1,NewOrder,1557343469.844327,1006383,0,0
2,Payment,1557343469.844330,1004549,1,0
1,NewOrder,1557343469.848790,1004352,1,0
2,Payment,1557343469.849905,1005325,0,0
3,OrderStatus,1557343469.852321,1001896,1,0
5,StockLevel,1557343469.853663,1002618,1,0
3,OrderStatus,1557343469.855899,1000446,0,0
1,NewOrder,1557343469.857010,1005031,1,0
3,OrderStatus,1557343469.857010,1000013,0,0
4,Delivery,1557343469.857016,1010963,0,0
1,NewOrder,1557343469.861800,1008095,1,0
2,Payment,1557343469.868441,1003529,0,0
2,Payment,1557343469.870676,1003532,1,0
2,Payment,1557343469.871790,1004230,0,0
3,OrderStatus,1557343469.874013,1000941,1,0
2,Payment,1557343469.875131,1002704,1,0
2,Payment,1557343469.876395,1003259,0,0
1,NewOrder,1557343469.877506,1007447,1,0
2,Payment,1557343469.879960,1003266,0,0
2,Payment,1557343469.883458,1003210,0,0
1,NewOrder,1557343469.885655,1004159,1,0
2,Payment,1557343469.886769,1004945,0,0
4,Delivery,1557343469.890321,1012108,1,0
1,NewOrder,1557343469.891433,1009110,0,0
1,NewOrder,1557343469.900842,1005890,0,0
4,Delivery,1557343469.903066,1010381,1,0
4,Delivery,1557343469.906720,1010029,0,0
1,NewOrder,1557343469.913551,1008196,1,0
2,Payment,1557343469.916884,1002677,0,0
2,Payment,1557343469.919115,1004440,0,0
2,Payment,1557343469.921616,1003757,1,0
5,StockLevel,1557343469.923847,1001841,0,0
1,NewOrder,1557343469.924959,1006193,1,0
2,Payment,1557343469.926072,1002892,0,0
2,Payment,1557343469.929377,1003811,0,0
2,Payment,1557343469.931828,1003230,1,0
2,Payment,1557343469.933029,1003852,0,0
1,NewOrder,1557343469.935254,1004808,1,0
1,NewOrder,1557343469.937486,1004878,0,0
2,Payment,1557343469.939937,1004596,1,0
2,Payment,1557343469.942319,1005486,0,0
1,NewOrder,1557343469.944603,1006118,1,0
2,Payment,1557343469.948053,1004603,0,0
2,Payment,1557343469.950269,1004310,1,0
1,NewOrder,1557343469.952454,1008172,0,0
1,NewOrder,1557343469.954672,1005949,1,0
1,NewOrder,1557343469.961523,1005768,1,0
1,NewOrder,1557343469.961523,1004067,0,0
1,NewOrder,1557343469.966194,1006113,0,0
1,NewOrder,1557343469.967310,1007807,1,0
1,NewOrder,1557343469.971763,1006634,0,0
1,NewOrder,1557343469.975391,1005070,1,0
2,Payment,1557343469.978714,1003695,0,0
2,Payment,1557343469.979829,1004613,1,0
1,NewOrder,1557343469.983173,1006656,0,0
2,Payment,1557343469.985373,1002269,1,0
2,Payment,1557343469.987603,1004011,1,0
2,Payment,1557343469.989834,1003591,0,0
3,OrderStatus,1557343469.991113,1001183,1,0
2,Payment,1557343469.992480,1002669,1,0
2,Payment,1557343469.993568,1003555,0,0
1,NewOrder,1557343469.995766,1006091,1,0
2,Payment,1557343469.996895,1003135,0,0
2,Payment,1557343470.000407,1003272,0,0
5,StockLevel,1557343470.001491,1001743,1,0
3,OrderStatus,1557343470.002641,1001384,1,0
2,Payment,1557343470.003753,1003470,0,0
2,Payment,1557343470.003753,1005301,1,0
2,Payment,1557343470.007092,1003717,0,0
4,Delivery,1557343470.009724,1010679,1,0
2,Payment,1557343470.010836,1002946,0,0
2,Payment,1557343470.013038,1003357,0,0
1,NewOrder,1557343470.016392,1006283,0,0
2,Payment,1557343470.020059,1004460,1,0
2,Payment,1557343470.022255,1004101,0,0
2,Payment,1557343470.024454,1003821,1,0
1,NewOrder,1557343470.026878,1006140,0,0
1,NewOrder,1557343470.028033,1009599,1,0
2,Payment,1557343470.033548,1002085,0,0
1,NewOrder,1557343470.035970,1003999,0,0
1,NewOrder,1557343470.037116,1008822,1,0
1,NewOrder,1557343470.040407,1003828,0,0
